,분류,키워드
21502,0,동생한테서 온 메일 다 지우기
21503,0,다음주 금요일 식사 일정 장소 빕스로 입력하기
21504,0,화자의 은행 예금 괜찮을지
21505,0,필드 한 번 나가면 드는 캐디 비
21506,0,이번 달 곗돈 은행으로 입금하기
21507,0,이따 만나기
21508,0,드래프트함 지우기
21509,0,오늘 부산 비 오는지
21510,0,다음주 금요일 영화보기 일정 추가하기
21511,0,지금 스피커 노래 이름
21512,0,다음 주 쇼핑 같이 가기
21513,0,거기 눈 오는지
21515,0,에어컨 십오분 후에 끄기
21516,0,어머니 약 드신 시각
21517,0,보일러 관수 설정 온도
21518,0,인터넷하면 메일도 자주 이용하는지
21519,0,이번주 일정 겹치는 날 있는지
21520,0,다다음달 육일에 있는 일정 친구한테 메시지로 전달하기
21522,0,이틀 전 어머니께서 보내신 메일 찾기
21523,0,스피커 볼륨 백으로 하기
21524,0,거실 조명 밝기 조절하기
21525,0,내일 오전 일곱시에 짐 일정 입력하기
21526,0,일요일 저녁 여덟시 온라인 미팅 입력하기
21527,0,홍제 램프 부근 시시티비 정보 볼 수 있는지
21529,0,오늘 저녁 미팅 시간
21530,0,내일이 오늘보다 더 추운지
21535,0,오늘 밖에서 활동하기 좋은 날씨인지
21536,0,티비 소리 켜기
21537,0,다음 달 여름 휴가 일정 제주도로 추가하기
21538,0,설안사 소청봉 비 내릴 확률
21539,0,지금 열지수
21540,0,지난주에 보낸메일 모두 삭제하기
21541,0,재계약 메일 여부
21542,0,경주 특상품 점 많은지
21544,0,방금 온 메일 읽고 첨부파일 다운로드 하기
21545,0,화장품 할인 광고 메일 전부 삭제하기
21546,0,창문 열려있는지
21547,0,내일 날씨 전망
21549,0,미팅까지 남은 날짜
21550,0,내일 오전 회의 여부
21551,0,이번에 취직하기
21552,0,제주도 여행하기 좋은 날씨
21553,0,술 마시고 하던 진실게임 마저 하기
21555,0,화자가 접영 안되는 이유
21556,0,오늘 점심식사 모임 시간
21557,0,안개가 액체인지 기체인지
21558,0,이번달 방학 날짜
21559,0,밤 열한시 이후 티비 끄기
21561,0,오늘 예상 강수량
21563,0,식사대접 오늘 가능 여부
21564,0,부천 영화제 관련기사
21565,0,내일 비 내리는 시각
21566,0,거실 조명 최대밝기로 하기
21567,0,저번달 대비 현재까지 전력 소모량 상태
21568,0,폭염주의보 끝나는 때
21571,0,오늘 알바 끝나는 시간
21572,0,오늘 저녁 일곱시 회식 입력하기
21573,0,취미로 역도 하는 사람 있을지
21574,0,보내기 싫을 때 내는 것
21577,0,다음달 방문할 꿀벌농장 현재 성수기인지
21578,0,내일 동창모임 장소 강남역으로 수정하기
21579,0,강남역 주변 카레 전문점
21580,0,앞 차만 보고 적당 거리 유지하면서 달리기
21581,0,임시 보관함에 있는 메일 전부 지우기
21582,0,로마로 가던 배가 쪼개져서 도착한 섬
21583,0,최근 일주일 내 면접 관련 메일만 모두 열어 읽기
21584,0,내일 오늘보다 기온 낮은지 높은지
21585,0,방학 끝나는 때
21586,0,다음주중 가장 따뜻한 날
21587,0,이번주 과제제출 기한
21588,0,이번주 회식 요일
21589,0,내일 아침 있는 수업 두시간 미루기
21590,0,축구 관련 기사 중 지단 관련된 것
21591,0,가스밸브 잠군 후 환기 시스템 끄기
21593,0,지난주 회사 메일 왔는지
21594,0,내일 최고 풍속
21598,0,보낸 메일함 열기
21599,0,내일 새벽 걷기대회 일정 추가하기
21600,0,오늘 영덕 비 오는지
21601,0,에어컨 바람 방향 위로 올리기
21603,0,아이방에 스피커 켜졌는지
21604,0,첨부파일 만료된 메일들 보이기
21605,0,학생회투표 참여하기
21606,0,미아삼거리에서 왼쪽 길로 꺾어지는 거 맞는지
21607,0,회사 주식 보유 상황 대책
21608,0,대한항공 운임
21610,0,서류에 결재하기
21611,0,에어컨 모드
21612,0,간사님이 메일 확인한 시간
21613,0,해운대 근처 육 인 콘도 예약하기
21615,0,선급 배용에 대해 회계 처리하기
21616,0,다니엘의 바벨론 이름
21618,0,두꺼비집 전원 차단하기
21619,0,배당보고 투자하지 않기
21620,0,오늘 일곱시 친구와 밥먹는지
21623,0,집안 온도 이십사도로 맞추기
21624,0,대학 테니스 우승자 관련 기사
21625,0,다윗이 법궤를 보관한 장소 및 기간
21629,0,다음주 마사지샵 예약
21630,0,내일 일정 날씨정보 추가하기
21631,0,좋은 예금
21632,0,가장 빨리 다가오는 일정
21633,0,내일 약속잡지 않기
21634,0,올해 학과에서 온 메일 수
21635,0,세탁기 헹굼 육회 예약 걸어주기
21637,0,건조기 전원 켜서 건조 시작하기
21638,0,현관에 누군가 오면 알리기
21639,0,안방 알람 오전 일곱시로 맞추기
21641,0,오늘 오전 서울 우박 내렸는지
21642,0,연구실 미팅 요일
21643,0,내게 쓴 메일들 중 파일첨부된 것 수
21644,0,시월초 감사 일정 잡기
21645,0,상담 메일 발송 확인하기
21647,0,다큐멘터리 관련 인터뷰 가능 여부
21648,0,경부고속도로에 노면이 결빙된 구간
21649,0,친구한테서 온 메일 답변하기
21650,0,이틀 전 온 메일중 안읽은 메일 있는지
21651,0,오늘 받은 물건 교환 환불 가능 여부
21653,0,핸드폰 사업 계획서 쓰기
21655,0,이번달 중요 일정
21656,0,내일 열시 가족사진촬영 일정 추가하기
21659,0,무용하면 몸 유연해질지
21660,0,경비실 아저씨 연결하기
21661,0,내가 보낸 메일함 열기
21667,0,지난 달 총 운동 횟수
21668,0,안보내진 메일 다시 보내기
21669,0,다음주 목요일 남자친구랑 이백일 일정 취소하기
21670,0,다음주 화요일까지 팀플 과제 제출 일정 추가하기
21671,0,화장실 조명 불 켜기
21672,0,시계에 알람 맞춰져 있는지
21673,0,오늘 회사에서 온 메일을 중요 메일함으로 옮기기
21674,0,오늘 오후 올라가는 기차 취소하기
21675,0,교수님 메일 확인하고 답장하기
21676,0,과장님에게 메일 왔는지
21678,0,올 여름 프랑스 날씨
21679,0,오늘 대기오염 정보
21680,0,국민과의 약속 지키기
21681,0,십분 뒤 보일러 끄기
21682,0,대답하기
21683,0,이번주 대구 최고기온
21684,0,환불 메일 있는지
21685,0,어제 보낸 메일 중에 상대방이 읽지 않은 메일 재전송하기
21686,0,식기세척기 전원 켜기
21687,0,내년 종합주가지수 전망
21688,0,이종범 선수 기사
21689,0,팔월 일본여행 일정
21690,0,이 이메일과 지메일을 같이 사용할 수 있는지
21691,0,내일 모레 눈 오는지
21692,0,구월달 팬미팅 일정
21693,0,온도
21695,0,스피커 켜져있는지
21696,0,아까 쓰다 만 메일 임시저장함 저장 여부
21698,0,안방 전기장판 꺼져 있는지
21699,0,이번달 가장 더운 날
21701,0,내일 서울의 날씨
21702,0,내일 낮 열두시 면접 결과 발표 일정 추가하기
21703,0,주식투자 해볼지
21704,0,과장님 메일주소 즐겨찾기 추가 여부
21706,0,내일 오전 안개 끼는 지역
21707,0,금붕어 있는 어항 현재 물 온도
21708,0,이번 주일 방문할 침례교회 이름
21709,0,주말 아침 여덟 시에 알람 추가하기
21711,0,보일러 돌린 시간
21712,0,과장님 몸 상태
21714,0,이번 주 메일 가장 많이 온 날
21715,0,잠잘 때 들을만한 노래 틀기
21716,0,부산 오늘 체감온도
21717,0,다음달 시험 날짜
21718,0,제목에 중요 표시된 이메일 있는지
21719,0,최근 휴지통 비운 시기
21720,0,저번주 일요일에 온 메일 검색하기
21722,0,공기 청정기 틀어서 환기시키기
21723,0,오늘 가루눈 날리는지
21724,0,다음달 일정 수
21725,0,태풍 서울 지나가는 시기
21727,0,현관문 앞 택배 여부
21728,0,막내 약혼식 시간
21729,0,상황을 화면으로 보이기
21731,0,쓸 수 있는 언어
21734,0,사람의 욕심 한글자 표현
21735,0,일주일 안에 비 오는 날짜
21736,0,네이버 웹툰 관련 메일 왔는지
21738,0,친구 집에 가는 시간
21740,0,오늘 해운도 비 올 확률
21747,0,이번주 금요일 상주 강수량
21748,0,청약 걸기
21749,0,저번달 고양이 병원 데려간 때
21750,0,첨부 파일 든 메일이 있는지
21751,0,보일러 일도 올리기
21753,0,이번주 주말 부모님 결혼기념식기념 외식 일정 추가 여부
21759,0,내일 동생이랑 가는 미술관
21760,0,전체메일함에 기업이라는 단어의 메일 수
21761,0,있다가 집에 있기
21762,0,주유소 들리기
21763,0,사냥꾼에게 생포된 곰이 하는 말
21764,0,오늘 회식장소
21766,0,애인 조카 학교 졸업식 날짜
21767,0,이번달 전체 스케줄 보여주기
21768,0,파일첨부가 된 메일들 보이기
21769,0,설계도서 카피본 관계부서에 보내기
21771,0,화요일 목요일 저녁 일정 여부
21772,0,소이 방에 가서 십 분 뒤 알람 세 번 울리기
21773,0,투자성향 파악하기
21774,0,항공기 도착 후 보안장구 점검 및 보안절차 준수하기
21775,0,스케줄표 팀 카페에 올렸는지
21776,0,에어컨 바람 세기 약하게 하기
21777,0,아빠와 주고받은 메일 정리하기
21778,0,오늘 저녁 다섯시 강남역에서 미팅 일정 추가하기
21779,0,시원해지는 날짜
21780,0,가장 최근에 온 메일 임시보관함으로 옮기기
21781,0,받은 편지함에 있는 편지 전부 지우기
21782,0,금요일부터 일요일까지 동해안 날씨
21783,0,어제 저녁 여덟시 이후 온 이메일 있는지
21784,0,휴지통에 있는 삭제된 메일 복원하기
21785,0,친한친구가 보낸 메일 있는지
21786,0,버스정류장에서 만나서 같이 가기
21787,0,모레까지 제출할 레포트 있는지 일정 살펴보기
21788,0,내용에 워크샵 포함되는 메일 왔는지
21790,0,이번주 눈 오는 지역
21792,0,열두 지파가 크게 두 나라로 나뉘어진 책임이 있는 사람
21793,0,이번주 레슨 요일
21794,0,체육대회 있는 날 비 오는지
21795,0,동료에게 온 메일 모두 보관함에 넣었는지
21796,0,이번주 영화 약속 날짜
21798,0,방금 보낸 메일 발송취소하기
21799,0,에어컨 풍향 위로 조절하기
21800,0,내일 오후 인천 앞바다 파고
21801,0,오늘 저녁까지 발신함 확인하기
21802,0,내일 오후 일정 
21803,0,지난 달 회의 들어간 메일 검색하기
21804,0,내일 춤연습 시각
21805,0,여자친구한테 온 답장 읽기
21806,0,십분 전에 온 메일에 중요표시를 해 줄 수 있니
21807,0,연휴 마지막 날의 맑은 날씨 즐기기
21808,0,광고메일 즉시 삭제하기
21809,0,나아만 장군이 엘리사를 만날 수 있었던 첫 번째 원인 제공자
21810,0,임시 보관함을 비우기
21811,0,부장님 메일 주소
21813,0,이번주 토요일 강수량
21814,0,금연석 주기
21815,0,화장실 온도
21816,0,내일 오후 아홉시 학원 가기 일정 추가하기
21817,0,시월 오일 오전 일곱시까지 나오기
21818,0,구월달 학교에서 온 메일 개수
21819,0,에스피에스 고교동창 골프대회 다음주부터 보기
21820,0,이번주 토요일 서울 날씨
21821,0,영화 여러 개 볼지
21822,0,에어컨 끄고 제습 틀기
21823,0,명동 주변 매운탕 집
21824,0,어제 온 메일을 보관 처리해 줄 수 있니
21826,0,전남대 근처 축협 위치
21827,0,여의도 한강공원 미세먼지 상태
21829,0,안방 전기장판 켜져있는지
21830,0,구월 결혼식 장소 강남인지
21831,0,이번주 회사 회의 일정
21833,0,소개팅 할 시간
21834,0,오늘 서울 자외선 수치
21835,0,십이월달 동생 스키장 일정 요일
21836,0,내가 보낸 메일 확인한 사람 수
21841,0,대북 쌀지원 관련소식
21843,0,제기동에서 제일 좋은 한약상
21845,0,이메일중 회사에서 온 이메일 있는지
21846,0,지난달 동호회 스케쥴 제일 많은 장소
21847,0,파워포인트 조별과제 이번주 주말까지 조장에게 제출하기
21848,0,오늘 화자가 보낸 메일 검색하기
21849,0,옷 얇게 입고 나오지 않기
21850,0,조깅 한 시간 소모 칼로리
21851,0,주식이 운일지 실력일지
21853,0,지난 달 헬스 몇번 했는지
21854,0,임시 저장된 메일 내용 불러오기
21855,0,안방 불이 꺼졌는지
21856,0,거실 안방 보일러 틀기
21858,0,팔월 육일 일정
21859,0,가장 마지막 일정
21861,0,상장주식 회전율 비율 분석해 오기
21862,0,다음주 오후 한시부터 세시 사이 일정 있는지
21864,0,청소 후 지난 시간
21865,0,두꺼비집 내리기
21867,0,남자친구 전역날까지 남은 날 수
21868,0,오늘 오후 두시에 온 메일 수
21871,0,에어컨 온도 이도 낮추기
21872,0,다음주 수요일 영화보기 일정 입력하기
21873,0,내일 점심 일정
21874,0,이번달 모든 경조사
21875,0,이번 취직 회사
21876,0,아이들 잘 크는지
21877,0,화나게 하는 것
21878,0,항상 전력 절전 모드 유지하기
21879,0,텔레비전 밝기 내리기
21880,0,자사주 고가 매입 이유
21881,0,스팸메일 영구삭제 여부
21882,0,안읽은 메일 다 읽음 표시로 바꾸기
21883,0,이탈리아의 수도에 서 있다 세글자 표현
21884,0,저번달 미세먼지 나쁨인 날 횟수
21885,0,실내 온도 이십오도로 유지하기
21886,0,이비인후과와 내과 중 갈 곳
21888,0,지운 편지함 모두 확인 여부
21889,0,요즘 사업 상태
21891,0,다음주 수요일 눈 오는지
21893,0,약속하기
21894,0,내일 오전 인천공항 강수량
21895,0,음식물 쓰레기 통 찬 정도
21896,0,일요일 날 술 마시러 올지
21897,0,이층 서재방 불 켜기
21898,0,회사에서 온 메일 전부 별표하기
21900,0,작은방 온도 높이기
21901,0,다음 주 토요일 뚝섬 비 오는지
21903,0,오늘 온 취소메일 검색하기
21904,0,다음 달 모든 약속 일정에서 지우기
21905,0,학교에서 온 메일 팀원에게 전달하기
21909,0,인라인 타기
21910,0,에어컨 제습모드 십분동안 틀기
21911,0,장소랑 상황 말하기
21912,0,나에게 보낸 메일 보관하기
21913,0,티브이 입력단자를 비디오 삼으로 바꾸기
21914,0,내일 엄마랑 바다 가기로 한 시각
21915,0,냉장고 냉장실 온도
21916,0,어제보다 추운 날씨인지
21918,0,문 열리면 가습기 켜기
21919,0,이번주 울산 평균 기온
21920,0,말 오라고 하기
21921,0,열두시 불 끄기
21922,0,일주일 전에 온 메일 검색하기
21924,0,밥 먹을 장소 김밥천국으로 입력하기
21925,0,아침식사 비포함 요금
21927,0,환풍기 최대로 가동하기
21928,0,식기세척기 클리닝 기능 작동시키기
21929,0,한 달만 사귀어 보기
21930,0,스팸메일 다 지웠는지
21932,0,거실 조명 최소밝기로 하기
21933,0,다음주 금요일 친구 만나는지
21936,0,오늘 메일 중 안 읽은 메일들 검색하기
21937,0,피씨방 가기
21938,0,저번 달 초 회의 횟수
21939,0,무더위 지속 기간
21940,0,딸아이 생일선물 사기로 한 날
21941,0,국도 이용해서 귀경하기
21942,0,고모님께 못 찾아 뵈어서 죄송하다고 전해드리기
21944,0,모레 스터디 장소
21945,0,밤에 택시 번호 적어놓기
21948,0,티비가 연결된 와이파이
21949,0,가스레인지 불 끄고 나왔는지
21952,0,음악회 같이 가기
21953,0,지난 일주일동안 회사 메일 여부
